"Dataset","PeakNo","Wavenumber","Percent.T"
"PVC1",5,1035.6,73.3
"PVC1",6,1458,78.3
"PVC1",7,1249.7,77.6
"PVC1",8,2935.2,78.4
"PVC1",9,873.6,78.5
"PVC1",10,696.2,82.9
"PVC1",11,744.4,82.6
"PVC1",12,1386.6,83.6
"PVC1",13,2867.8,86.1
"PVC1",14,1334.6,87.7
"PVC1",15,3978.6,96.5
"PVC1",16,3633.4,95.1
"PVC1",17,3662.3,94.8
"PVC1",18,3835.9,95.6
"PVC2",1,1255.5,82.5
"PVC2",2,696.2,88.2
"PVC2",3,962.3,86.5
"PVC2",4,1074.2,86.4
"PVC2",5,1722.2,87.4
"PVC2",6,1039.5,87.9
"PVC2",7,1124.3,88.1
"PVC2",8,1429.1,89.4
"PVC2",9,2919.8,89.8
"PVC2",10,1328.8,90.8
"PVC2",11,742.5,90.3
"PVC2",12,875.6,91.7
"PVC2",13,2958.4,92.7
"PVC2",14,3978.6,96.7
"PVC2",15,2852.3,93.6
"PVC2",16,3691.2,96.9
"PVC3",1,1249.7,86.8
"PVC3",2,696.2,90.6
"PVC3",3,960.4,88.5
"PVC3",4,1427.1,88.9
"PVC3",5,1093.5,90.5
"PVC3",6,1328.8,90.9
"PVC3",7,1726.1,91.1
"PVC3",8,3978.6,96.3
"PVC3",9,2914,93.9
"PVC3",10,3662.3,96.2
"PVC4",1,696.2,84.1
"PVC4",2,1253.6,82.7
"PVC4",3,1282.5,85.6
"PVC4",4,1722.2,87.4
"PVC4",5,960.4,87.7
"PVC4",6,1074.2,87.1
"PVC4",7,1126.3,89.1
"PVC4",8,742.5,88.7
"PVC4",9,1039.5,90.2
"PVC4",10,1429.1,91.2
"PVC4",11,1328.8,92.1
"PVC4",12,1201.5,93.3
"PVC4",13,2916,94.3
"PVC4",14,2958.4,94.6
"PVC4",15,3978.6,99.7
"PVC4",16,1459.9,95.9
"PVC5",1,696.2,96
"PVC5",2,1249.7,95.4
"PVC5",3,3978.6,99.7
"PVC5",4,958.5,95.6
"PVC5",5,1427.1,96.4
"PVC5",6,1093.5,97.1
"PVC5",7,1328.8,97.2
"PVC5",8,1720.3,98.7
"PVC6",1,696.2,88.4
"PVC6",2,1431,86.4
"PVC6",3,1249.7,88.7
"PVC6",4,966.2,90.1
"PVC6",5,1328.8,92.4
"PVC6",6,1095.4,93.4
"PVC6",7,875.6,91.1
"PVC6",8,1199.6,94
"PVC6",9,3978.6,99.1
"PVC6",10,2914,95.1
"PVC6",11,1729.9,97.1
"PVC6",12,2850.4,97.5
"PVC6",13,1577.6,98.1
"PVC6",14,1542.8,98.1
"PVC7",1,1033.7,85.4
"PVC7",2,1249.7,86
"PVC7",3,1728,87.2
"PVC7",4,696.2,91.4
"PVC7",5,960.4,88.6
"PVC7",6,2925.6,91.8
"PVC7",7,1429.1,92.2
"PVC7",8,1330.7,92.9
"PVC7",9,2956.5,93
"PVC7",10,1459.9,94.9
"PVC7",11,2858.1,95.6
"PVC7",12,3978.6,100
"PVC7",13,744.4,95.7
"PVC8",1,696.2,91.5
"PVC8",2,1249.7,91.6
"PVC8",3,962.3,92
"PVC8",4,1091.6,93.3
"PVC8",5,1427.1,93.1
"PVC8",6,1328.8,94.7
"PVC8",7,3978.6,99.5
"PVC8",8,1706.8,96.8
"PVC8",9,2914,97.2
"PVC9",1,696.2,88.1
"PVC9",2,1429.1,87.9
"PVC9",3,1247.8,88.2
"PVC9",4,966.2,89.6
"PVC9",5,1093.5,90.7
"PVC9",6,1326.8,91.9
"PVC9",7,1197.6,92.4
"PVC9",8,873.6,91.5
"PVC9",9,2916,94.1
"PVC9",10,3978.6,98.5
"PVC9",11,1654.7,95.7
"PVC9",12,1729.9,95.8
"PVC9",13,1542.8,96.2
"PVC9",14,1575.6,96.3
"PVC9",15,2852.3,96.5
"SR1",1,792.6,23.6
"SR1",2,1012.5,31.4
"SR1",3,1081.9,54.1
"SR1",4,1259.3,55.3
"SR1",5,696.2,83.1
"SR1",6,865.9,84.5
"SR1",7,2964.2,89.3
"SR1",8,3978.6,99.5
"SR1",9,1409.8,96.9
"SR1",10,2906.3,98.8
"SR1",11,3635.3,100.1
